cycle,range_bin,doppler_bin,output_hex
1190215000,28,11,02380420
1190225000,28,12,fd64fa76
1190235000,28,13,0177021b
1190245000,28,14,ff4400a8
1190255000,28,15,00bffed6
1190265000,28,16,ff620190
1190275000,28,17,01d00018
1190285000,28,18,fd78fe05
1190295000,28,19,00390159
1190305000,28,20,0101ff67
1190315000,28,21,fe9cffdb
1190325000,28,22,01420001
1190335000,28,23,fdcd010a
1190345000,28,24,04f6007b
1190355000,28,25,fcbafeac
1190365000,28,26,0002ff50
1190375000,28,27,00e0023e
1190385000,28,28,ff1cfd54
1190395000,28,29,001f012d
1190405000,28,30,009a00dc
1190415000,28,31,fdf7fea4
1195495000,29,0,ffcdff59
1195505000,29,1,0117ffa5
1195515000,29,2,ff73013e
1195525000,29,3,ffefff12
1195535000,29,4,ff8c01b9
1195545000,29,5,0136ff2d
1195555000,29,6,ff4bfe8e
1195565000,29,7,ffff0246
1195575000,29,8,ff4bfef1
1195585000,29,9,009bff6c
1195595000,29,10,00bf0108
1195605000,29,11,ff130087
1195615000,29,12,001cff3f
1195625000,29,13,001bfe45
1195635000,29,14,00fe01ce
1195645000,29,15,ffe6fe50
1195655000,29,16,feb90271
1195665000,29,17,017ffdf5
1195675000,29,18,fde3024c
1195685000,29,19,00b7fea4
1195695000,29,20,00beff33
1195705000,29,21,fdda01d5
1195715000,29,22,020bfe38
1195725000,29,23,00e101e0
1195735000,29,24,ffa7fd7d
1195745000,29,25,ff870182
1195755000,29,26,ff370006
1195765000,29,27,00f7007f
1195775000,29,28,fffafe2d
1195785000,29,29,fdc502a9
1195795000,29,30,0358fe54
1195805000,29,31,fe120046
1200885000,30,0,0074ffc5
1200895000,30,1,00410097
1200905000,30,2,003e008a
1200915000,30,3,fe80006a
1200925000,30,4,0079001e
1200935000,30,5,0254fe88
1200945000,30,6,fe7201c8
1200955000,30,7,ff44fe6d
1200965000,30,8,01afffdf
1200975000,30,9,fe2b00fc
1200985000,30,10,01a9ff6a
1200995000,30,11,ff46007d
1201005000,30,12,ff7b0032
1201015000,30,13,00c7fdac
1201025000,30,14,ff9602dd
1201035000,30,15,0126fcda
1201045000,30,16,ff2402f5
1201055000,30,17,0007fedd
1201065000,30,18,fef00000
1201075000,30,19,0088005a
1201085000,30,20,0019fe1e
1201095000,30,21,ff000208
1201105000,30,22,011eff96
1201115000,30,23,00c000f1
1201125000,30,24,ff45fd2b
1201135000,30,25,ff19038c
1201145000,30,26,009dfe54
1201155000,30,27,00fe0013
1201165000,30,28,fee7005e
1201175000,30,29,0039ff78
1201185000,30,30,004600fd
1201195000,30,31,ff4afeb4
1206275000,31,0,005efeb2
1206285000,31,1,00010165
1206295000,31,2,ff88fea0
1206305000,31,3,ffa1006f
1206315000,31,4,011b00cd
1206325000,31,5,0006003c
1206335000,31,6,fe39fec3
1206345000,31,7,02c90287
1206355000,31,8,fe59fd86
1206365000,31,9,00420041
1206375000,31,10,ff160034
1206385000,31,11,00880101
1206395000,31,12,00a2fee2
1206405000,31,13,0142ff2d
1206415000,31,14,fd8a0227
1206425000,31,15,02c5fef1
1206435000,31,16,fd96ff5c
1206445000,31,17,00950001
1206455000,31,18,009e014e
1206465000,31,19,fd67fedf
1206475000,31,20,0315ff8f
1206485000,31,21,fdfe0198
1206495000,31,22,022bff1d
1206505000,31,23,fd9f0077
1206515000,31,24,0187ff74
1206525000,31,25,ffc8ff05
1206535000,31,26,ffdc0272
1206545000,31,27,0134fdc9
1206555000,31,28,fe22014a
1206565000,31,29,fff2ff43
1206575000,31,30,009200a5
1206585000,31,31,ffd70039
1211665000,32,0,ffb2ffeb
1211675000,32,1,010aff86
1211685000,32,2,0080007f
1211695000,32,3,ffb90059
1211705000,32,4,fe3dff28
1211715000,32,5,02e3010d
1211725000,32,6,fd3cffc0
1211735000,32,7,012dffdb
1211745000,32,8,ff57ff23
1211755000,32,9,00c50149
1211765000,32,10,ffc6fe09
1211775000,32,11,fe4804b0
1211785000,32,12,02f1fcb5
1211795000,32,13,fde1fe80
1211805000,32,14,011f0254
1211815000,32,15,0095ff0e
1211825000,32,16,ff22002d
1211835000,32,17,ff8800be
1211845000,32,18,000cffd9
1211855000,32,19,00f3002d
1211865000,32,20,ff4700ce
1211875000,32,21,ff0dfd63
1211885000,32,22,021a0180
1211895000,32,23,fd35ff07
1211905000,32,24,058102c9
1211915000,32,25,fb95fe77
1211925000,32,26,01aefebb
1211935000,32,27,ff5c0116
1211945000,32,28,00b7ffd1
1211955000,32,29,fee3ff1c
1211965000,32,30,01430120
1211975000,32,31,fe89ff64
1217055000,33,0,027aff8d
1217065000,33,1,ffb30119
1217075000,33,2,ff64fe3c
1217085000,33,3,00af02f7
1217095000,33,4,ff11fdff
1217105000,33,5,0212ff88
1217115000,33,6,fd6a00bd
1217125000,33,7,018000f7
1217135000,33,8,ff18feaf
1217145000,33,9,003c0108
1217155000,33,10,013ffebe
1217165000,33,11,fe08014b
1217175000,33,12,016eff25
1217185000,33,13,ff15fee0
1217195000,33,14,00f40166
1217205000,33,15,ffd9ff36
1217215000,33,16,feb60223
1217225000,33,17,0151fed9
1217235000,33,18,fe4cffce
1217245000,33,19,0199ffb5
1217255000,33,20,fec70133
1217265000,33,21,011afe70
1217275000,33,22,008600f9
1217285000,33,23,ffdcfec1
1217295000,33,24,fefc0251
1217305000,33,25,ffa8fede
1217315000,33,26,015dff90
1217325000,33,27,00180141
1217335000,33,28,ff16fee9
1217345000,33,29,00bf0028
1217355000,33,30,01b0ffcc
1217365000,33,31,fbfbffd2
1222445000,34,0,0041fe20
1222455000,34,1,0157002b
1222465000,34,2,fee2021a
1222475000,34,3,ff98fe40
1222485000,34,4,ff7b0036
1222495000,34,5,02010158
1222505000,34,6,fe35ff1b
1222515000,34,7,01b10093
1222525000,34,8,fe26fe70
1222535000,34,9,01850191
1222545000,34,10,ffb4fef0
1222555000,34,11,fe3c006c
1222565000,34,12,027c0006
1222575000,34,13,fe21ff19
1222585000,34,14,000b00c9
1222595000,34,15,023500f7
1222605000,34,16,fce1feb2
1222615000,34,17,0329009b
1222625000,34,18,fc8600b0
1222635000,34,19,0248ff2c
1222645000,34,20,fff50058
1222655000,34,21,fe47fefc
1222665000,34,22,01cd00d5
1222675000,34,23,fe61ffef
1222685000,34,24,036401be
1222695000,34,25,fd8ffe19
1222705000,34,26,0088000e
1222715000,34,27,fef80088
1222725000,34,28,0218ffb4
1222735000,34,29,fd93ff8b
1222745000,34,30,02ff0117
1222755000,34,31,fdb5ffdf
1227835000,35,0,007a0043
1227845000,35,1,0100ffd7
1227855000,35,2,ff3d00c9
1227865000,35,3,0061ff97
1227875000,35,4,fddcffbe
1227885000,35,5,05420195
1227895000,35,6,fb18ffeb
1227905000,35,7,0274fdd3
1227915000,35,8,fe2b0227
1227925000,35,9,01d5fe96
1227935000,35,10,fefb0014
1227945000,35,11,ff4f006e
1227955000,35,12,013dff04
1227965000,35,13,ff550048
1227975000,35,14,007b00fc
1227985000,35,15,0042004d
1227995000,35,16,ffa8ff19
1228005000,35,17,ff800097
1228015000,35,18,000fff9f
1228025000,35,19,ffbbffe9
1228035000,35,20,0052ff80
1228045000,35,21,ffd6007b
1228055000,35,22,00ec00f9
1228065000,35,23,fe78ff09
1228075000,35,24,020b0129
1228085000,35,25,fea7ff80
1228095000,35,26,00b9fdc4
1228105000,35,27,ff650352
1228115000,35,28,00edfdfa
1228125000,35,29,feff014c
1228135000,35,30,01e1ffd8
1228145000,35,31,fd8afe8f
1233225000,36,0,00d200bb
1233235000,36,1,00e0ffb6
1233245000,36,2,fed9ff13
1233255000,36,3,017a00eb
1233265000,36,4,fd6000df
1233275000,36,5,044dfe8c
1233285000,36,6,fc5d016d
1233295000,36,7,00aeff70
1233305000,36,8,0008ff5f
1233315000,36,9,002700ee
1233325000,36,10,ffb7fe57
1233335000,36,11,00a9032a
1233345000,36,12,000cfc41
1233355000,36,13,ff55017a
1233365000,36,14,00ba007d
1233375000,36,15,ffc2ffd5
1233385000,36,16,0030006f
1233395000,36,17,ff46fefc
1233405000,36,18,004b011b
1233415000,36,19,ff34ff89
1233425000,36,20,00fcff3b
1233435000,36,21,ff930016
1233445000,36,22,00210201
1233455000,36,23,fec8fdf0
1233465000,36,24,04020297
1233475000,36,25,fd5bfdd0
1233485000,36,26,ff79004f
1233495000,36,27,010dff36
1233505000,36,28,00240055
1233515000,36,29,ff43014c
1233525000,36,30,00fcffc1
1233535000,36,31,fe24fecf
1238615000,37,0,fe88ffdb
1238625000,37,1,00ab00d8
1238635000,37,2,0099ff0b
1238645000,37,3,ff6c0114
1238655000,37,4,ff33005e
1238665000,37,5,0283ff76
1238675000,37,6,fdebff48
1238685000,37,7,012700d0
1238695000,37,8,ff2fff07
1238705000,37,9,ffb9015c
1238715000,37,10,0063fe9a
1238725000,37,11,ff5d01a2
1238735000,37,12,0149fe4b
1238745000,37,13,ff95fff7
1238755000,37,14,005b014a
1238765000,37,15,ffeaff3f
1238775000,37,16,ff10ff8f
1238785000,37,17,01350198
1238795000,37,18,fd99ff0b
1238805000,37,19,0194001e
1238815000,37,20,ffef0010
1238825000,37,21,004dfe6a
1238835000,37,22,ff950198
1238845000,37,23,ff610006
1238855000,37,24,029d01bb
1238865000,37,25,fc9bfd0c
1238875000,37,26,02a30140
1238885000,37,27,ff6700e8
1238895000,37,28,ffb9ff4b
1238905000,37,29,fff7fde1
1238915000,37,30,ffb50306
1238925000,37,31,00eafe4f
1244005000,38,0,fd7b0068
1244015000,38,1,0278fdf8
1244025000,38,2,ff7a02e4
1244035000,38,3,0083fd7a
1244045000,38,4,fe9b02d5
1244055000,38,5,01bafea5
1244065000,38,6,ff290027
1244075000,38,7,ffe3ff37
1244085000,38,8,ff1300b7
1244095000,38,9,03000051
1244105000,38,10,fdc7ff0a
1244115000,38,11,fe4800db
1244125000,38,12,036aff40
1244135000,38,13,fd0b003a
1244145000,38,14,02a1ffaa
1244155000,38,15,feca0187
1244165000,38,16,0037fe12
1244175000,38,17,01200158
1244185000,38,18,fe02ffca
1244195000,38,19,005700d4
1244205000,38,20,ffbbfe0f
1244215000,38,21,003c0157
1244225000,38,22,0149ff11
1244235000,38,23,fed90085
1244245000,38,24,00cf00c3
1244255000,38,25,ff88feb3
1244265000,38,26,00350030
1244275000,38,27,003e01a7
1244285000,38,28,ffccff28
1244295000,38,29,ffcfff8e
1244305000,38,30,00f5ff06
1244315000,38,31,ff8a00c5
1249395000,39,0,0099ff5e
1249405000,39,1,fe0a00ca
1249415000,39,2,028ffe94
1249425000,39,3,fe8002b2
1249435000,39,4,ff2afdc6
1249445000,39,5,02a70104
1249455000,39,6,fdeaffbb
1249465000,39,7,00a8ffcd
1249475000,39,8,ff1d0000
1249485000,39,9,003e00a2
1249495000,39,10,017afecc
1249505000,39,11,ff8702a2
1249515000,39,12,ff72fe2f
1249525000,39,13,0071feae
1249535000,39,14,ff76001c
1249545000,39,15,009601f1
1249555000,39,16,ffadfdb8
1249565000,39,17,ffc6018e
1249575000,39,18,ffb5fffe
1249585000,39,19,002e00f0
1249595000,39,20,0090fec0
1249605000,39,21,fe83ff22
1249615000,39,22,00ec029f
1249625000,39,23,00ecfcd1
1249635000,39,24,ffb502ce
1249645000,39,25,ff86fe32
1249655000,39,26,ffca00f2
1249665000,39,27,0123ff18
1249675000,39,28,fe4c01bf
1249685000,39,29,0171fdf8
1249695000,39,30,fecc0182
1249705000,39,31,00aeff7d
1254785000,40,0,ff67fff8
1254795000,40,1,010200d4
1254805000,40,2,ffbffef9
1254815000,40,3,ffaeffd0
1254825000,40,4,fd570223
1254835000,40,5,0642fe84
1254845000,40,6,fade0115
1254855000,40,7,0124fe8e
1254865000,40,8,01d9005f
1254875000,40,9,fdee0130
1254885000,40,10,0104fd5c
1254895000,40,11,fe8e02b0
1254905000,40,12,02b2fe02
1254915000,40,13,fc9f00f1
1254925000,40,14,0231ff85
1254935000,40,15,ff850076
1254945000,40,16,00cdffb4
1254955000,40,17,fee400fc
1254965000,40,18,ffcfffe5
1254975000,40,19,ffdefeea
1254985000,40,20,009b0039
1254995000,40,21,ffc4006e
1255005000,40,22,ffd0ff4b
1255015000,40,23,ff360054
1255025000,40,24,038f0255
1255035000,40,25,fd0cfddc
1255045000,40,26,003e004e
1255055000,40,27,00eeff62
1255065000,40,28,fee8008a
1255075000,40,29,0163ffe1
1255085000,40,30,ff4900fb
1255095000,40,31,0011fe8c
1260175000,41,0,0192fdf2
1260185000,41,1,feb3014b
1260195000,41,2,009eff41
1260205000,41,3,001c0022
1260215000,41,4,fffc00a8
1260225000,41,5,ff420098
1260235000,41,6,010dff76
1260245000,41,7,ff84ff93
1260255000,41,8,ffeeff9a
1260265000,41,9,fff800c8
1260275000,41,10,0095002b
1260285000,41,11,fd93009c
1260295000,41,12,031cfed2
1260305000,41,13,fff8ff56
1260315000,41,14,fd430112
1260325000,41,15,03a6ff28
1260335000,41,16,fd720082
1260345000,41,17,02c5ffa9
1260355000,41,18,fb380129
1260365000,41,19,02220016
1260375000,41,20,0128fe84
1260385000,41,21,fdfa004a
1260395000,41,22,01bf00e4
1260405000,41,23,ff7cffd9
1260415000,41,24,008eff62
1260425000,41,25,0070ffc4
1260435000,41,26,ff6100e3
1260445000,41,27,fedffee4
1260455000,41,28,021000fa
1260465000,41,29,fd7c0050
1260475000,41,30,01c5fef4
1260485000,41,31,feaa016c
1265565000,42,0,0307fe62
1265575000,42,1,fd7f00cb
1265585000,42,2,0063fec5
1265595000,42,3,015d0269
1265605000,42,4,fd98fe97
1265615000,42,5,01f001c8
1265625000,42,6,00aeff46
1265635000,42,7,fe4cff0e
1265645000,42,8,00e30048
1265655000,42,9,ff0f002d
1265665000,42,10,0263ff01
1265675000,42,11,fdf30208
1265685000,42,12,ffbafeb1
1265695000,42,13,00faff19
1265705000,42,14,ff9d0124
1265715000,42,15,004dff40
1265725000,42,16,ff0d00ce
1265735000,42,17,01df001f
1265745000,42,18,fe3bff0d
1265755000,42,19,00fb0181
1265765000,42,20,fee2ff79
1265775000,42,21,002afe66
1265785000,42,22,017a0222
1265795000,42,23,fdeefda0
1265805000,42,24,0069039c
1265815000,42,25,025ffc45
1265825000,42,26,fda30225
1265835000,42,27,0091feee
1265845000,42,28,00ac0173
1265855000,42,29,ffa0ffe5
1265865000,42,30,0037ff04
1265875000,42,31,fe3d00da
1270955000,43,0,02b801f4
1270965000,43,1,fe18005d
1270975000,43,2,018bffb1
1270985000,43,3,fef30009
1270995000,43,4,fecc0000
1271005000,43,5,02dd0136
1271015000,43,6,ff47fef4
1271025000,43,7,fe320044
1271035000,43,8,01640012
1271045000,43,9,ffefffd9
1271055000,43,10,0051ffd4
1271065000,43,11,ff700097
1271075000,43,12,ff7ffe3f
1271085000,43,13,01d5004a
1271095000,43,14,fe060209
1271105000,43,15,021cfe73
1271115000,43,16,fe8e011e
1271125000,43,17,003c004b
1271135000,43,18,fe7ffdb9
1271145000,43,19,026901f5
1271155000,43,20,fe46fe40
1271165000,43,21,006f01ca
1271175000,43,22,011ffee2
1271185000,43,23,ff7a0100
1271195000,43,24,ffceff18
1271205000,43,25,00590013
1271215000,43,26,fef90032
1271225000,43,27,00240097
1271235000,43,28,0137ff8d
1271245000,43,29,feb3ffc2
1271255000,43,30,028001c9
1271265000,43,31,fc58fc1d
1276345000,44,0,01970098
1276355000,44,1,006fffe7
1276365000,44,2,fee4002e
1276375000,44,3,006bff4e
1276385000,44,4,fe4b01a8
1276395000,44,5,0419fe37
1276405000,44,6,fd3a013f
1276415000,44,7,0054ffd2
1276425000,44,8,0062ffce
1276435000,44,9,ff5600ba
1276445000,44,10,008efd5f
1276455000,44,11,0061058e
1276465000,44,12,ff24f9ba
1276475000,44,13,00c701ff
1276485000,44,14,ffcc00de
1276495000,44,15,006fff14
1276505000,44,16,002b0142
1276515000,44,17,006fff3b
1276525000,44,18,fd84ff62
1276535000,44,19,00b700ac
1276545000,44,20,011dff30
1276555000,44,21,fec30029
1276565000,44,22,00940219
1276575000,44,23,fef6fd70
1276585000,44,24,03600204
1276595000,44,25,fd5cfe78
1276605000,44,26,00ca0031
1276615000,44,27,ff350044
1276625000,44,28,0108ffea
1276635000,44,29,fe85ffb5
1276645000,44,30,015e0162
1276655000,44,31,fe07fe96
1281735000,45,0,008000ec
1281745000,45,1,016b001c
1281755000,45,2,ff74fef4
1281765000,45,3,ffb70165
1281775000,45,4,fe3bfed8
1281785000,45,5,02750175
1281795000,45,6,ffc3fff1
1281805000,45,7,fe80feb9
1281815000,45,8,00ef009d
1281825000,45,9,008a0025
1281835000,45,10,ff2cfeb0
1281845000,45,11,00d50293
1281855000,45,12,fdbbfe6a
1281865000,45,13,0334ff61
1281875000,45,14,fde0008d
1281885000,45,15,024d002a
1281895000,45,16,febafff6
1281905000,45,17,fff9ff32
1281915000,45,18,fe9a01c6
1281925000,45,19,003ffef1
1281935000,45,20,010bff54
1281945000,45,21,fecb00f7
1281955000,45,22,01a9001d
1281965000,45,23,fe7afeb3
1281975000,45,24,02370135
1281985000,45,25,fe6e0199
1281995000,45,26,0112fc76
1282005000,45,27,fe490223
1282015000,45,28,0177fff6
1282025000,45,29,ff20fe9f
1282035000,45,30,002001f5
1282045000,45,31,ff25fe36
1287125000,46,0,ff40015d
1287135000,46,1,00a1ff17
1287145000,46,2,ffd200e0
1287155000,46,3,ff9cffc5
1287165000,46,4,0037fff9
1287175000,46,5,013f0044
1287185000,46,6,ff1a00bf
1287195000,46,7,fe09fec0
1287205000,46,8,034afff8
1287215000,46,9,ffd7013c
1287225000,46,10,fe09fd7a
1287235000,46,11,00950364
1287245000,46,12,002efcad
1287255000,46,13,ff93010d
1287265000,46,14,fff500a0
1287275000,46,15,0110ff93
1287285000,46,16,fff2006b
1287295000,46,17,0079ff71
1287305000,46,18,fe240080
1287315000,46,19,00ae000d
1287325000,46,20,ff5ffef1
1287335000,46,21,ff5100c6
1287345000,46,22,0196ffe9
1287355000,46,23,ffd7009a
1287365000,46,24,00b8ff60
1287375000,46,25,febf0058
1287385000,46,26,0051fffa
1287395000,46,27,00e1001e
1287405000,46,28,ff200109
1287415000,46,29,0035fcc5
1287425000,46,30,ffa303c4
1287435000,46,31,0098fd27
1292515000,47,0,017900e5
1292525000,47,1,0027fe6a
1292535000,47,2,ffdd0221
1292545000,47,3,00ebfead
1292555000,47,4,fde9ff7f
1292565000,47,5,016801e6
1292575000,47,6,feaafe43
1292585000,47,7,01510058
1292595000,47,8,fef6fff0
1292605000,47,9,0063021f
1292615000,47,10,00d3fcec
1292625000,47,11,fea9018c
1292635000,47,12,00c4ff42
1292645000,47,13,009e0117
1292655000,47,14,ff41fde0
1292665000,47,15,009b02b2
1292675000,47,16,fd8bfe63
1292685000,47,17,0301ff02
1292695000,47,18,fd330265
1292705000,47,19,01edffd3
1292715000,47,20,ffab0023
1292725000,47,21,ff88fe8a
1292735000,47,22,017c009f
1292745000,47,23,fe13ffb4
1292755000,47,24,00d60150
1292765000,47,25,0091fe05
1292775000,47,26,005d0146
1292785000,47,27,ff1f0078
1292795000,47,28,0110fff4
1292805000,47,29,fe16ff61
1292815000,47,30,0221ff46
1292825000,47,31,fda10026
1297905000,48,0,000f012b
1297915000,48,1,ff50ff11
1297925000,48,2,00d1ffff
1297935000,48,3,ff3c00cf
1297945000,48,4,feccfef0
1297955000,48,5,03c10269
1297965000,48,6,fd24fe6b
1297975000,48,7,010cffc6
1297985000,48,8,ff2effff
1297995000,48,9,0005008a
1298005000,48,10,00f5fed5
1298015000,48,11,ff8403c7
1298025000,48,12,0095fc46
1298035000,48,13,fefe002b
1298045000,48,14,012200d7
1298055000,48,15,007dfe82
1298065000,48,16,fe39017b
1298075000,48,17,022800b7
1298085000,48,18,fddbfe2d
1298095000,48,19,ffe60091
1298105000,48,20,00cc0142
1298115000,48,21,ffd1feab
1298125000,48,22,006c0095
1298135000,48,23,fdc2fe72
1298145000,48,24,056e0257
1298155000,48,25,fc33ff52
1298165000,48,26,002bfe5f
1298175000,48,27,ffbe00b5
1298185000,48,28,00a70164
1298195000,48,29,ffd0ff05
1298205000,48,30,ff3a0051
1298215000,48,31,00d1ff22
1303295000,49,0,ffcb0085
1303305000,49,1,0154014e
1303315000,49,2,ff14fe8b
1303325000,49,3,018d01d8
1303335000,49,4,fda0ff40
1303345000,49,5,0417ffe0
1303355000,49,6,fb3b0055
1303365000,49,7,0207ff36
1303375000,49,8,0086fffd
1303385000,49,9,ff62004a
1303395000,49,10,fff8ffe1
1303405000,49,11,ffc600ad
1303415000,49,12,013ffedc
1303425000,49,13,fe6aff5a
1303435000,49,14,001002e0
1303445000,49,15,012cfdbc
1303455000,49,16,ffcf002d
1303465000,49,17,ffee007c
1303475000,49,18,ff32002d
1303485000,49,19,ff2f00ec
1303495000,49,20,013cfe1c
1303505000,49,21,ff4900ba
1303515000,49,22,0161ffb7
1303525000,49,23,feaffff2
1303535000,49,24,01a00205
1303545000,49,25,fe8cfdf0
1303555000,49,26,00aa00a7
1303565000,49,27,0002010f
1303575000,49,28,ffddff74
1303585000,49,29,005efe48
1303595000,49,30,00d40214
1303605000,49,31,fe22fdbc
1308685000,50,0,00c900dd
1308695000,50,1,ff8cff56
1308705000,50,2,01db0106
1308715000,50,3,fdf2fe8a
1308725000,50,4,0040016f
1308735000,50,5,0306001e
1308745000,50,6,fbd1feb7
1308755000,50,7,01eb006e
1308765000,50,8,ff6dffd6
1308775000,50,9,00bf0161
1308785000,50,10,fee3fe3d
1308795000,50,11,00460117
1308805000,50,12,0167febd
1308815000,50,13,fe970125
1308825000,50,14,00bfff57
1308835000,50,15,ff6f013e
1308845000,50,16,0153fde5
1308855000,50,17,fe8a0198
1308865000,50,18,ff59ff70
1308875000,50,19,00ae0112
1308885000,50,20,fe8efef9
1308895000,50,21,02d6ff56
1308905000,50,22,fea10215
1308915000,50,23,fff1fe0c
1308925000,50,24,01df02b0
1308935000,50,25,fe2bfcd1
1308945000,50,26,004501d5
1308955000,50,27,002eff7d
1308965000,50,28,ff7300ab
1308975000,50,29,00d5fec7
1308985000,50,30,00f300dd
1308995000,50,31,fdc9fef8
1314075000,51,0,0109fe30
1314085000,51,1,00eb0275
1314095000,51,2,ff08fe60
1314105000,51,3,009b0122
1314115000,51,4,fde2ffa4
1314125000,51,5,0419000c
1314135000,51,6,fd6b0081
1314145000,51,7,00a4fe68
1314155000,51,8,ff6201d4
1314165000,51,9,0032ff64
1314175000,51,10,ffb9fea9
1314185000,51,11,00c30247
1314195000,51,12,ff8afe07
1314205000,51,13,0057ffd3
1314215000,51,14,000600c4
1314225000,51,15,00a70088
1314235000,51,16,fdf9ff5a
1314245000,51,17,00ff010d
1314255000,51,18,ffacff30
1314265000,51,19,0057008e
1314275000,51,20,006efe78
1314285000,51,21,fe9300c4
1314295000,51,22,02b700bf
1314305000,51,23,fce2fdae
1314315000,51,24,01ac048e
1314325000,51,25,ff5cfc86
1314335000,51,26,013b017b
1314345000,51,27,ff2fff45
1314355000,51,28,fff60091
1314365000,51,29,0085fec9
1314375000,51,30,00e000e8
1314385000,51,31,fd5f000e
1319465000,52,0,0174002c
1319475000,52,1,fea7010a
1319485000,52,2,0043fef3
1319495000,52,3,01990122
1319505000,52,4,fd0dffff
1319515000,52,5,035bfe61
1319525000,52,6,fd27019b
1319535000,52,7,0159000b
1319545000,52,8,fffaff19
1319555000,52,9,ffb0013f
1319565000,52,10,ffccfe0c
1319575000,52,11,010a0348
1319585000,52,12,fecefb2c
1319595000,52,13,00c102bb
1319605000,52,14,fff0fff0
1319615000,52,15,0047fedb
1319625000,52,16,008202b6
1319635000,52,17,0007fe32
1319645000,52,18,fd39ff97
1319655000,52,19,0101ffa6
1319665000,52,20,006f0175
1319675000,52,21,004dfeaf
1319685000,52,22,001d010d
1319695000,52,23,fef5ffa9
1319705000,52,24,034c00e1
1319715000,52,25,fd4afe6d
1319725000,52,26,000c00e2
1319735000,52,27,00000018
1319745000,52,28,013aff24
1319755000,52,29,feb7013d
1319765000,52,30,fff8ffc0
1319775000,52,31,ffbffee9
1324855000,53,0,00760200
1324865000,53,1,00cdfda0
1324875000,53,2,ff2c0149
1324885000,53,3,007eff94
1324895000,53,4,fe8001da
1324905000,53,5,022bfdaa
1324915000,53,6,fe9d0123
1324925000,53,7,ff7bffa1
1324935000,53,8,018cff55
1324945000,53,9,fef701a1
1324955000,53,10,0008fe95
1324965000,53,11,008f0325
1324975000,53,12,00b0fb61
1324985000,53,13,fee2024e
1324995000,53,14,012affe5
1325005000,53,15,ff16fe6b
1325015000,53,16,007c0166
1325025000,53,17,feef00a0
1325035000,53,18,ffd0ff17
1325045000,53,19,00f80078
1325055000,53,20,fffc000c
1325065000,53,21,fef5fec8
1325075000,53,22,01a900a9
1325085000,53,23,ff110127
1325095000,53,24,fffaff51
1325105000,53,25,00f1ff07
1325115000,53,26,fea800ab
1325125000,53,27,01ef00a3
1325135000,53,28,fd7c0005
1325145000,53,29,014afe48
1325155000,53,30,ffb40177
1325165000,53,31,ff8afee9
1330245000,54,0,0167fe6f
1330255000,54,1,fff3ffc8
1330265000,54,2,fffbff97
1330275000,54,3,00bc00f7
1330285000,54,4,fec4004e
1330295000,54,5,01adff4a
1330305000,54,6,fe8901d3
1330315000,54,7,00d9fd59
1330325000,54,8,feb0014f
1330335000,54,9,011e0067
1330345000,54,10,ff84fdb3
1330355000,54,11,ff7c0353
1330365000,54,12,00a2fd35
1330375000,54,13,010301fb
1330385000,54,14,fefcff7f
1330395000,54,15,0033ff67
1330405000,54,16,00850097
1330415000,54,17,fe57ff08
1330425000,54,18,009f0205
1330435000,54,19,0058ff25
1330445000,54,20,0078ff38
1330455000,54,21,feaffff2
1330465000,54,22,024b0113
1330475000,54,23,fdb1fe33
1330485000,54,24,01c80373
1330495000,54,25,fe6cfd65
1330505000,54,26,01e20049
1330515000,54,27,ff1c0085
1330525000,54,28,ff760005
1330535000,54,29,01bdfef5
1330545000,54,30,fff8ff1b
1330555000,54,31,fd2702b1
1335635000,55,0,fe00ff68
1335645000,55,1,020b00da
1335655000,55,2,fe73ffb2
1335665000,55,3,007d008e
1335675000,55,4,ff62000f
1335685000,55,5,00c0003a
1335695000,55,6,003bff03
1335705000,55,7,ff1d0121
1335715000,55,8,0049ff95
1335725000,55,9,00eafeac
1335735000,55,10,fe66006b
1335745000,55,11,02320281
1335755000,55,12,fe42fcc7
1335765000,55,13,007702b9
1335775000,55,14,ffdefba6
1335785000,55,15,01730442
1335795000,55,16,fd76fd66
1335805000,55,17,019d00be
1335815000,55,18,feb101c0
1335825000,55,19,001ffefe
1335835000,55,20,002aff75
1335845000,55,21,ffecfffc
1335855000,55,22,01350099
1335865000,55,23,ff5dfee3
1335875000,55,24,0089019d
1335885000,55,25,ff2afeb8
1335895000,55,26,ffee0263
1335905000,55,27,006efd2b
1335915000,55,28,005a018d
1335925000,55,29,fe61fe8d
1335935000,55,30,012a02d6
1335945000,55,31,0137fdda
1341025000,56,0,ff32005a
1341035000,56,1,014c0110
1341045000,56,2,fe0cff1d
1341055000,56,3,021c004f
1341065000,56,4,fd49ff72
1341075000,56,5,03bd0185
1341085000,56,6,fdf6ff8a
1341095000,56,7,ff7bffd5
1341105000,56,8,0148ffe7
1341115000,56,9,ff5fffab
1341125000,56,10,fe84ff18
1341135000,56,11,02b003bf
1341145000,56,12,fe95fbc5
1341155000,56,13,00c801f4
1341165000,56,14,ff76ff7d
1341175000,56,15,fff100c4
1341185000,56,16,0152ffa4
1341195000,56,17,feea0018
1341205000,56,18,ff8aff45
1341215000,56,19,009a0007
1341225000,56,20,ff3700d6
1341235000,56,21,00c3febb
1341245000,56,22,fefc0224
1341255000,56,23,00b3fd55
1341265000,56,24,01f001f3
1341275000,56,25,ff1b0031
